Sort,Variabele,Begrotingsprogramma,Thema,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,Groep,Format,Berekendevariabelen,Themakerncijfertabel,Tussenkopjekerncijfertabel,Kleurenpalet,Legendacode,Sdminimumbevtotaal,Sdminimumwvoorbag,Topicarea,Label1,Definition,Referencedate,Frequency
4250,BHWPDICHT,Economie,Economie,Werkzame personen totaal per hectare,WP / ha,"Aantal werkzame personen (minstens 12 uur) in het gebied per hectare.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.  







",Bedrijvenregister Amsterdam (ARRA),1 januari,1 keer per jaar,2,/ha,,F8.,,,,3,2,,,Commercial activities,Employees per hectare,"Number of employees (at least 12 hours a week) per hectare















Numbers are only available for areas with at least 5 companies.",1 January,once a year
4230,BHWPKLEIN,Economie,Economie,Werkzame personen totaal (incl. <12 uur/week ),Werkzame personen (incl. <12 uur/week ),"Personen die werkzaam zijn bij een bij de Kamer van Koophandel geregistreerde vestiging, inclusief de kleine banen van minder dan 12 uur per week. Hieronder vallen directeuren van NV’s en BV’s, eigenaars, meewerkende gezinsleden, personeel in loondienst, krachten geleend van uitzendbureaus en personen werkzaam via regelingen voor gesubsidieerde arbeid. Tot de werkenden worden ook buitendienstmedewerkers gerekend zoals vertegenwoordigers, service-/onderhoudsmedewerkers, varend/rijdend personeel en thuiswerkers die op de loonlijst staan. Ook personen afwezig wegens ziekte en vakantie worden meegeteld. 















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial activities,Employees total ( incl. < 12 hours/week ),"Total number of people that work  in the area for a company that is registered at the chamber of commerce















Number of employees includes owners, managers of NV's and BV's, cooperating family members, paid employees, temporary workers and subsidized labour, travelling (sales) force, and absent employees (sick leave, holidays) .















Numbers are only available for areas with at least 5 companies.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
8250,PEENZ_P,"Werk, inkomen en participatie",Participatie,(Zeer) ernstig eenzaam (%),Eenzaamheid (%),"Aandeel Amsterdammers van 19 jaar en ouder dat (zeer) ernstig eenzaam is volgens de eenzaamheidsschaal De Jong-Gierveld. Er wordt gevraagd naar 11 items met  betrekking op emotionele en sociale eenzaamheid.  Wanneer op 3 of meer items ‘min of meer’ of ‘ja’ is geantwoord wordt men als eenzaam beschouwd.















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Welzijn,2,1,,,Participation,Very lonely (%),"Percentage of the population aged 19 and over that score (very) lonely on the scale of De Jong-Gierveld















The Loneliness Scale consists of 11 items about emotional and social loneliness. If a person answers 3 times or more 'more or less' or 'yes' the person is considered lonely.",n.a.,every four years
8260,PEENZ65_P,"Werk, inkomen en participatie",Participatie,(Zeer) ernstig eenzaam 65+ (%),Eenzaamheid 65+  (%),Aandeel Amsterdammers van 65 jaar en ouder dat (zeer) ernstig eenzaam is volgens de eenzaamheidsschaal De Jong-Gierveld. Er wordt gevraagd naar 11 items met  betrekking op emotionele en sociale eenzaamheid.  Wanneer op 3 of meer items ‘min of meer’ of ‘ja’ is geantwoord wordt men als eenzaam beschouwd.,GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,,,2,1,,,Participation,Very lonely 65+ (%),"Percentage of the population aged 65 and over that score (very) lonely on the scale of De Jong-Gierveld















The Loneliness Scale consists of 11 items about emotional and social loneliness. If a person answers 3 times or more 'more or less' or 'yes' the person is considered lonely.",n.a.,every four years
6790,WZGEZOND_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Gezondheid: % (zeer) goed,(zeer) gezond (%),"Aandeel Amsterdammers van 18 jaar en ouder dat de eigen ervaren gezondheid omschrijft als (zeer) goed.















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de ggd gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,1,1,,,Well-being and care,Health: % (very) good,Percentage of the population aged 19 and over that describe their own health in general as (very) good.,n.a.,every four years
5190,BHWP_HORECA,Economie,Economie functie,Horeca: werkzame personen totaal,Horeca WP,"Personen die voor 12 uur of meer per week werkzaam zijn bij ondernemingsvestigingen met de hoofdfunctie 'horeca'. Dit zijn vestigingen met de SBI-codes van hotels, restaurants, cafés en overig horeca. Het aantal werkzame personen wordt bepaald op een peildatum.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Catering: employees total,"Number of employees who work (at least 12 hours a week) for companies in the main category 'Catering'















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
3640,BHVEST_1WP,Economie,Economie,Grootteklasse 1 wp,Grootteklasse 1 wp,"Aantal vestigingen met 1 werkzame persoon voor minimaal 12 uur per week. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,grootteklasse,F8.,,,,9,3,,,Commercial activities,Size: 1 employee,"Number of companies with 1 employee for at least 12 hours a week.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5200,BHWP_BEDR,Economie,Economie functie,Bedrijf: werkzame personen totaal,Bedrijven WP,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de hoofdfunctie 'bedrijf'. Dit zijn vestigingen met de SBI-codes van industrie, bouw, onderhoud en reparatie, handel, vervoer, opslag en telecommunicatie, media- en filmproductie en overige bedrijven. Het aantal werkzame personen wordt bepaald op een peildatum.















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Business: employees total,"Number of employees who work (at least 12 hours a week) for companies in the main category 'Business'















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
3710,BHVEST_200TM499WP,Economie,Economie,Grootteklasse 200-499 wp,Grootteklasse 200-499 wp,"Aantal vestigingen met 200 tot en met 499 werkzame personen voor minimaal 12 uur per week. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,grootteklasse,F8.,,,,9,3,,,Commercial activities,Size: 200-499 employees,"Number of companies with 200 to 499 employees for at least 12 hours a week















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5210,BHWP_OVG,Economie,Economie functie,Overig: werkzame personen totaal,Overig WP,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de hoofdfunctie 'overig'. Dit zijn vestigingen met de SBI-codes van landbouw, visserij, delfstoffenwinning en overig. Het aantal werkzame personen wordt bepaald op een peildatum.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Other: employees total,"Number of employees  who work (at least 12 hours a week) for companies in the main category 'Other'















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
7180,WZALCOREGVO4_P,"Volksgezondheid, jeugd en zorg",Jeugd,>1x mnd alcohol (% 4e klas VO),>1x mnd alcohol (% 4e klas VO),"Aandeel 4e klassers in het voortgezet onderwijs dat1x per maand of vaker alcohol drinkt.















De cijfers hebben betrekking op een schooljaar. Het vermelde peiljaar is het jaar waarin het schooljaar afloopt.",GGD Amsterdam / Jeugdmonitor Amsterdam,1 mei,1 keer in de 4 jaar,1,%,,F8.,,,,2,1,,,Well-being and youth care,> 1x month alcohol (% 4th grade),"Percentage of 4th graders that drink alcohol at least once a month















Numbers relate to a school year. The stated reference year is the year in which the school year ends.",Annual total,once a year
5220,BHWP_BANK,Economie,Economie functie,Kantoor: werkzame personen bank,Kantoor: WP bank,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'bank'. Dit zijn vestigingen met de SBI-codes van financiële instellingen (64). 















De deelfunctie bank valt onder de hoofdfunctie kantoren.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Office: employees banks,"Number of employees (who work (at least 12 hours a week) for companies in the subcategory 'Bank'















The subcategory is part of the main category 'Office'.















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5230,BHWP_VERZ,Economie,Economie functie,Kantoor: werkzame personen verzekeringen,Kantoor: WP verzekeringen,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'verzekeringen'. Dit zijn vestigingen met de SBI-codes van Verzekeringen en pensioenfondsen (geen verplichte sociale verzekeringen) (65) en waarborgfondsen (66293). 















De deelfunctie verzekeringen valt onder de hoofdfunctie kantoren.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Office: employees insurances,"Number of employees who work (at least 12 hours a week) for companies in the subcategory 'Insurance'















The subcategory is part of the main category 'Office'.















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5240,BHWP_ZAKDNST,Economie,Economie functie,Kantoor: werkzame personen zakelijke diensten,Kantoor: WP zakelijke diensten,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'zakelijke diensten'.















De deelfunctie zakelijke diensten valt onder de hoofdfunctie kantoren.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Office: employees business services,"Number of employees who work (at least 12 hours a week) for companies in the subcategory 'Business services'















The subcategory is part of the main category 'Office'.















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
5250,BHWP_OVKANTOOR,Economie,Economie functie,Kantoor: werkzame personen overige kantoren,Kantoor: WP overige kantoren,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie óverige kantoren'. 















De deelfunctie overige kantoren valt onder de hoofdfunctie kantoren.















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,2,,,F8.,,,,9,3,,,Commercial category,Office: employees other,"Number of employees  who work (at least 12 hours a week) for companies in the subcategory 'Other offices'















The subcategory is part of the main category 'Office'.















Numbers are only available for area's with at least 5 companies in the category.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
8050,PONDERNEMER_1874_P,"Werk, inkomen en participatie",Werk,Inkomen: ondernemer (%18-74),Ondernemer (%18-74),"Aandeel 18 tot en met 74-jarigen met een hoofdinkomen uit een eigen onderneming  op de peildatum. Het  gaat om Directeur-grootaandeelhouders, zelfstandige ondernemers en meewerkenden in  familiebedrijven.",CBS,jaarcijfer,1 keer per jaar,1,%,,F8.,,,,3,2,,,Work,Income: entrepeneur (18-74%),"Percentage of the population aged 18 to74 that is an entrepeneur (self employed, major stockholder, working in family business).",Annual total,once a year
6800,WZGEZOND65_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Gezondheid: % (zeer) goed 65+,(zeer) gezond 65+ (%),"Aandeel Amsterdammers van 65 jaar en ouder dat de eigen ervaren gezondheid omschrijft als (zeer) goed.















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de ggd gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,1,1,,,Well-being and care,Health: % (very) good 65+,Percentage of the population aged 65 and over that describe their own health in general as (very) good.,n.a.,every four years
8180,PMAATSCHAP_P,"Werk, inkomen en participatie",Werk,Maatschappelijk actief (%),Maatschapppelijk actief (%),"Aandeel 18 tot en met 64-jarigen dat werkt, actief is als vrijwilliger,  mantelzorger is en /of een opleiding volgt.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Werk, inkomen en participatie",Participatie,1,1,,,Work,Participation (%),"Percentage of the population aged 19 to 64 that work as a volunteer, give informal care and /or follow an education.",n.a.,every four years
6830,WZDEPR_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Gezondheid: % ernstige psychische klachten,Psychische klachten (%),"Aandeel Amsterdammers van 18 jaar en ouder met ernstige psychische klachten (hoog risico op angststoornis of depressie) volgens de K10 screeningslijst die bestaat uit 10 vragen over de gemoedstoestand in de afgelopen vier weken. 















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend. 















",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,2,1,,,Well-being and care,Health: % serious psychological problems,"Percentage of the population aged 18 and over with serious psychological problems. 















The score is based on de K10 checklist that consists of 10 questions about ones state of mind during the past 4 weeks.",n.a.,every four years
6860,WZROOK_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Leefstijl: % rokers,Roken (%),"Aandeel Amsterdammers van 18 jaar of ouder dat rookt. Een roker is iemand die (wel eens) rookt, ongeacht de frequentie van roken, de hoeveelheid en de soort rookwaar.















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers zijn exclusief elektronische sigaretten.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,2,1,,,Well-being and care,Health: % smokers,"Percentage of the population aged 19 and over that smoke















A smoker is someone that smokes (sometimes), irrespective of the frequency, the amount and the kind of tobacco product.",n.a.,every four years
6870,WZALC_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Leefstijl: % zwaar /overmatig alcoholgebruik,Zwaar/overmatig alcohol (%),Aandeel Amsterdammers van 18 jaar of ouder met zwaar en/of overmatig alcoholgebruik. Overmatig alcoholgebruik is voor mannen meer dan 21 glazen per week  en voor vrouwen meer dan 14 glazen per week. Zwaar alcoholgebruik is minimaal 1x per week 6 glazen op een dag.,GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,2,1,,,Well-being and care,Life style: % heavy / excessive drinking,"Percentage of the population aged 19 and over  that are heavy or excessive drinkers















Excessive drinking for men is 21 glasses or more per week, and for women 14 glasses or more. 







Heavy drinking is 6 glasses in one day at least once a week .",n.a.,every four years
6880,WZZWAAR_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Leefstijl: % overgewicht of obesitas (volwassenen),Overgewicht/obesitas (% volwassenen),"Aandeel volwassenen met overgewicht (BMI tussen 25 en 30) of obesitas (BMI van 30 of meer).















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,2,1,,,Well-being and care,Life style: % overweight or obese (adults),Percentage of the population aged 19 and over that are overweight (BMI between 25 and 30) or obese (BMI of 30 or more),n.a.,every four years
6890,WZBEWEEG_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Leefstijl: % voldoet aan beweegnorm,Beweegnorm (%),"Aandeel volwassenen dat voldoet aan de beweegrichtlijn 2017: wekelijks minimaal 2,5 uur matig intensieve inspanning + bot- en spierversterkende activiteiten.















Tot en met 2016 was de beweegnorm dagelijks minstens een half uur minimaal matig intensieve lichamelijke activiteit op minimaal 5 dagen per week. 















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Sport,1,1,,,Well-being and care,Life style: % meets activity standard,"Percentage of the population aged 19 and over that meet the activity standard.















Activity standard: at least half an hour of moderate intense physical activity at 5 days of the week.",n.a.,every four years
8200,PMANTEL_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Mantelzorgers (%),Mantelzorgers (%),"Aandeel Amsterdammers van 18 jaar en ouder dat minstens 3 maanden en/of minstens 8 uur per week mantelzorg verleent op het moment van het invullen van de vragenlijst.















De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,3,2,,,Participation,Informal caretakers (%),Percentage of the population aged 19  and over that give informal care for a period of at least three months and / or for at least 8 hours a week at the moment of filling in the questionnaire.,n.a.,every four years
8210,PMANTEL65_P,"Volksgezondheid, jeugd en zorg",Volksgezondheid en zorg,Mantelzorgers (%65+),Mantelzorgers (%65+),Aandeel Amsterdammers van 65 jaar en ouder dat minstens 3 maanden en/of minstens 8 uur per week mantelzorg verleent op het moment van het invullen van de vragenlijst.,GGD Amsterdam / Amsterdamse Gezondheidsmonitor,1 juni,1 keer in de 4 jaar,1,%,,F8.,,"Welzijn, zorg en sport",Zorg,3,2,,,Participation,Informal caretakers (65%),Percentage of the population aged 19  and over that give informal care for a period of at least three months and / or for at least 8 hours a week at the moment of filling in the questionnaire.,n.a.,every four years
5910,BHVESTR_P,Economie,Economie sectie,% Vestigingen R: cultuur sport en recreatie,% Vestigingen R: cultuur sport en recreatie,"Aandeel op het totaal aantal vestigingen van de vestigingen met de sectiecode R: Cultuur, sport en recreatie. 















Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.  















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,"% Companies R: culture, sports and recreation","Percentage of companies registered under section code R: culture, sports and recreation















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
